201911283053HA,MAL20046160HA,ROBENXIN 66G/KG POWDER,PRODUCT APPROVED,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.
201912113136A,MAL20106010AZ,Axcel Clopidogrel-75mg Tablet,PRODUCT APPROVED,PRESCRIPTION,KOTRA PHARMA (M) SDN. BHD.,KOTRA PHARMA (M) SDN. BHD.
201911052918X,MAL20026077XC,Lyso-B Lozenges,PRODUCT APPROVED,NON PRESCRIPTION,Advance Pharma Sdn Bhd,AV MANUFACTURING SDN.BHD
201912023076N,MAL20016161N,Excelab GAVIPRO Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
201911052914N,MAL20026104NCR,eurobioÂ® Kids Q Lysine Plus Active Formula Powder,PRODUCT APPROVED,HEALTH SUPPLEMENT,EUROBIO SDN BHD,C.Hedenkamp GmbH and Co.KG. 
201911293058T,MAL20086094TC,HAN SECRETS TAI QING AN GONG WAN CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,TOP HERBALS (M) SDN BHD,HERBAL SCIENCE SDN. BHD.
201912023075N,MAL20016158N,NHF Choline Bitartrate 450mg Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
201912023077N,MAL20016162N,Excelab INSTANEU Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
201911293059T,MAL20066099TC,OPT-T Capsule,PRODUCT APPROVED,NATURAL PRODUCT,DR DNA DIAGNOSTICS SDN.BHD,HERBAL SCIENCE SDN. BHD.
202001303361T,MAL20066129TC,"""TIMING"" NEW SHAO FU ZHU YU TANG EXTRACT GRANULES",PRODUCT APPROVED,NATURAL PRODUCT,Timing Herbs Sdn Bhd,WAN YEEN TRADING SDN. BHD.
201912033091T,MAL20056070TC,CKF TONGKAT ALI 300MG CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,CKF Trading,SARI TANI DESA SDN. BHD.
202001063236T,MAL20056025TC,"""TIMING"" NEW BA ZHENG SAN EXTRACT GRANULES",PRODUCT APPROVED,NATURAL PRODUCT,Timing Herbs Sdn Bhd,WAN YEEN TRADING SDN. BHD.
202001073246T,MAL20096063T,HS Black Sesame Extract 500mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,HERBAL SCIENCE SDN. BHD.,HERBAL SCIENCE SDN. BHD.
202001063237T,MAL20056027TC,"""TIMING"" BA ZHEN TANG EXTRACT GRANULES",PRODUCT APPROVED,NATURAL PRODUCT,Timing Herbs Sdn Bhd,WAN YEEN TRADING SDN. BHD.
202001063212N,MAL20066056NR,BiO-LiFE B Complex with Vitamin C+ Time Release Tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,MEGA LIFESCIENCES SDN. BHD.,Mega Lifesciences (Australia) Pty. Ltd.
202001103283T,MAL20066101TC,AL EJIB KAPSUL TONGKAT ALI HITAM MADU PLUS,PRODUCT APPROVED,NATURAL PRODUCT,AL EJIB HERBS SDN BHD,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
202001063232N,MAL20046002N,BiOFIZZ Coenzyme Q10 76mg Tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,Esprit Care Sdn. Bhd.,Esprit Care Sdn. Bhd.
202005073702T,MAL20096056TC,Biocare Tongkat Ali 350mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,TST (ASIA) SDN. BHD.,TST BIOCEUTICAL SDN. BHD.
202005053692T,MAL20086115TC,VOLTEN VR4 CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,VOLTEN ASIAEMALL SDN BHD,SARI TANI DESA SDN. BHD.
201911062919T,MAL20026153TC,DSY GINSENG EXTRACT 400MG CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,CTA NUTRICEUTICALS (ASIA) SDN BHD,THE MITOMASA SDN. BHD.
201912023079N,MAL20016163N,Excelab Elderberry C Plus Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
201910312888T,MAL20076091TC,AkuaRiz GAMARINE capsule,PRODUCT APPROVED,NATURAL PRODUCT,Coral Waves Sdn. Bhd.,MAJOR INTEREST SDN BHD
202002133437T,MAL20096074T,Zhi Zhuo Gu Ben Wan Extract Granules 'C.F.T.',PRODUCT APPROVED,NATURAL PRODUCT,CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD,"CHUAN FENG TANG PHARMACEUTICAL CO., LTD. (TAOYUAN)"
201912163158T,MAL20076180T,GINSENG LIN-ZI PLUS CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,LONNIX (M) SDN. BHD.,LONNIX (M) SDN. BHD.
201911293057N,MAL20016159N,HS Chondroitin Sulphate 600mg Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,HERBAL SCIENCE SDN. BHD.,HERBAL SCIENCE SDN. BHD.
201911253014X,MAL20076054XC,Lyso-B Oral Liquid,PRODUCT APPROVED,NON PRESCRIPTION,Advance Pharma Sdn Bhd,AV MANUFACTURING SDN.BHD
201911062920T,MAL20056041TC,DSY Bitter Melon Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,CTA NUTRICEUTICALS (ASIA) SDN BHD,THE MITOMASA SDN. BHD.
201911062921T,MAL20056063TC,DSY Gymnema S Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,CTA NUTRICEUTICALS (ASIA) SDN BHD,THE MITOMASA SDN. BHD.
201911192994N,MAL20016189NC,NevGard Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,AESTHESUISSE SDN BHD,Esprit Care Sdn. Bhd.
201911192995N,MAL20036008NC,Healthmax Neurogard Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,AESTHESUISSE SDN BHD,Esprit Care Sdn. Bhd.
201912093127N,MAL20066015NC,CHOLEZZ Softgel Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,MEGA LIFESCIENCES SDN. BHD.,Mega Lifesciences Public Company Limited
202001073260T,MAL20096081T,Nature's Green MenoComfort Tablets,PRODUCT APPROVED,NATURAL PRODUCT,Tong Jum Chew (m) Sdn. Bhd.,Tong Jum Chew Pte Ltd
202001173310X,MAL20046139X,Three Legs Roll On Liniment (Lime),PRODUCT APPROVED,NON PRESCRIPTION,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
202001173311X,MAL20046141X,Three Legs Roll On Liniment (Yuzu),PRODUCT APPROVED,NON PRESCRIPTION,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
201912183169T,MAL20046051TC,TAIMAL BRAND PANAX GINSENG 400MG CAPSULES,PRODUCT APPROVED,NATURAL PRODUCT,ETERNAL CASH SDN. BHD.,GREEN CARE MANUFACTURE
201910302882T,MAL20066088T,Gewelry Sovereishi Capsule 350mg,PRODUCT APPROVED,NATURAL PRODUCT,GANO EXCEL INDUSTRIES SDN BHD,GANO EXCEL INDUSTRIES SDN BHD
202001103278T,MAL20096080T,TGT APOPTOLIN CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,THE MITOMASA SDN. BHD.,THE MITOMASA SDN. BHD.
201912163161T,MAL20076109TC,SERIN CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,MB NUTRACEUTICALS SDN BHD,MORETH SDN. BHD.
201911082938N,MAL19126097NC,NUMCARE CAPSULE,PRODUCT APPROVED,HEALTH SUPPLEMENT,MB NUTRACEUTICALS SDN BHD,YANLING NATURAL HYGIENE SDN. BHD.
202002043382T,MAL20066092TC,Biobay Ginkgo Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,GALAXIS HEALTHCARE SDN BHD,Esprit Care Sdn. Bhd.
201912193181T,MAL20046050TC,DSY Algae 500mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,CTA NUTRICEUTICALS (ASIA) SDN BHD,THE MITOMASA SDN. BHD.
201911062929T,MAL20056071T,Noble Garden Reisigrow Vegetable Capsule 350mg,PRODUCT APPROVED,NATURAL PRODUCT,GANO E WORLDWIDE SDN. BHD.,GANO EXCEL INDUSTRIES SDN BHD
201911062930T,MAL20056072T,Noble Garden Reisigrow Vegetable Capsule 400mg,PRODUCT APPROVED,NATURAL PRODUCT,GANO E WORLDWIDE SDN. BHD.,GANO EXCEL INDUSTRIES SDN BHD
202001073261T,MAL20066098T,Nature's Green Shan Jie Tablets,PRODUCT APPROVED,NATURAL PRODUCT,Tong Jum Chew (m) Sdn. Bhd.,Tong Jum Chew Pte Ltd
202001233344N,MAL20066061NC,BIOSCOR THIO VITE TABLET,PRODUCT APPROVED,HEALTH SUPPLEMENT,BIOSCOR HEALTHCARE SDN. BHD,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
202001163299N,MAL20066032NC,NutraVita MCO Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,EUCOGEN SDN BHD,HERBAL SCIENCE SDN. BHD.
201912053100X,MAL20046133X,Alsoft A Hand Disinfectant 0.2% w/v ,PRODUCT APPROVED,NON PRESCRIPTION,Goodmaid Chemicals Corp. Sdn. Bhd.,Goodmaid Chemicals Corp. Sdn. Bhd.
201911273033N,MAL20066050NC,Vitamode Buffered C Plus tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,Vitamode  Sdn.bhd,Lipa Pharmaceuticals Limited
202004063621HA,MAL20076062HA,DECOFEED 60G/KG POWDER,PRODUCT APPROVED,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.
202001133288X,MAL20046134XZ,BIO-BACTEDENE GEL 10%W/W,PRODUCT APPROVED,NON PRESCRIPTION,Top Biopharma Sdn Bhd,"Macrophar Co.,Ltd"
201912033090N,MAL20046017NC,Nature's Way Restore Prebiotic & Probiotics Daily Health Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,PharmaCare (Asia) Sdn Bhd,BJP LABORATORIES PTY LTD
201911062931X,MAL20066009XC,Ecoolax Pain Relieving Cool Spray 12%w/v,PRODUCT APPROVED,NON PRESCRIPTION,ergosky sleep innovation,SYARIKAT WEN KEN DRUG SDN. BHD.
201911263024N,MAL20066021NCR,BiO-LiFE MaxX Fish Oil 1000mg Double Strength EPA & DHA Softgel Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,MEGA LIFESCIENCES SDN. BHD.,Mega Lifesciences Public Company Limited
202003113531N,MAL20066047NC,COLLAWELL® collasol-b powder,PRODUCT APPROVED,HEALTH SUPPLEMENT,Nael & Newk Nutra Health Sdn. Bhd.,YANLING NATURAL HYGIENE SDN. BHD.
201912233205N,MAL20036001NCR,BiO-LiFE CoQ10 300 mg Soft Capsules,PRODUCT APPROVED,HEALTH SUPPLEMENT,BIO-LIFE MARKETING SDN BHD,Mega Lifesciences Public Company Limited
201912163155N,MAL20026013N,YL R-ALA Plus Vitamin Bs Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
202002023373N,MAL20066029NC,SUGEHEIR CHEWABLE TABLET,PRODUCT APPROVED,HEALTH SUPPLEMENT,FEREENA BEAUTY & HEALTH SDN BHD,DZR PHARMA MANUFACTURE SDN. BHD.
201911263025N,MAL20056021N,apotec CoQ10 Complex Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,Bioalpha International Sdn. Bhd.,Bioalpha International Sdn. Bhd.
201911062922XE,MAL20016156XE,Winlykah Anti- Itch Cream,PRODUCT APPROVED,NON PRESCRIPTION,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
201912193183T,MAL20066097TC,BAI LING NIAO KANGNING CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,GUIZHOU BAILING (MALAYSIA) SDN. BHD.,MOH PHARMACEUTICAL TECHNOLOGIES SDN. BHD.
202001103282T,MAL20076165TC,MELOHERB CAPSULES,PRODUCT APPROVED,NATURAL PRODUCT,HEALOL PHARMACEUTICALS SDN. BHD.,UNIJULES LIFE SCIENCES LTD
201912053104A,MAL20106009AZ,Rabirox Capsule 200mg,PRODUCT APPROVED,PRESCRIPTION,PHARMANIAGA MANUFACTURING BERHAD,PHARMANIAGA MANUFACTURING BERHAD
202001073258T,MAL20076191TC,Britevita Cordyceps 1000mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,New Sea Trading Sdn Bhd,"Nutritional Supplement Manufacturers, Inc."
202001153292T,MAL20096058TC,GF Antrodia Cinnamomea 150mg Capsules,PRODUCT APPROVED,NATURAL PRODUCT,WIDE UNITED (M) SDN. BHD.,APB STANDARD SDN. BHD.
202004243662T,MAL20096067TC,GKB Cordyceps Cicadae 350mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,GK BIO INTERNATIONAL SDN. BHD. ,Bioalpha International Sdn. Bhd.
201911122954HA,MAL20046163HA,FLUNICURE 50MG/ML INJECTION,PRODUCT APPROVED,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.
201912163162T,MAL20076094TC,BULLFOS CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,MB NUTRACEUTICALS SDN BHD,YANLING NATURAL HYGIENE SDN. BHD.
202003313597N,MAL20076160NC,"UHC Vitamin C, E + Rosehips Softgel",PRODUCT APPROVED,HEALTH SUPPLEMENT,MILRIN PHARMACEUTICAL CO. (M) SDN BHD,CAPTEK SOFTGEL INTERNATIONAL INC
202001233345T,MAL20096085T,TGT PRIMAAGE CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,THE MITOMASA SDN. BHD.,THE MITOMASA SDN. BHD.
202001063217N,MAL20046015NC,BiOFIZZ CALCIUM PLUS TABLET,PRODUCT APPROVED,HEALTH SUPPLEMENT,AESTHESUISSE SDN BHD,Esprit Care Sdn. Bhd.
202001063220N,MAL20056019NC,BSM Coral Calcium Plus Tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,BIO-SCIENCE MARKETING SDN. BHD.,HERBAL SCIENCE SDN. BHD.
201911243007N,MAL20026014NC,AIN GLORY CRYSTAL Chewable Tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,DS Pharma Herbs Sdn. Bhd.,DZR PHARMA MANUFACTURE SDN. BHD.
201912093128T,MAL20066096TC,TRAZESIL Herbal Cough Lozenges Blackcurrant Flavor,PRODUCT APPROVED,NATURAL PRODUCT,PHARMAVENTURES CORPORATION SDN. BHD.,M/S Prince Supplico
202002043385N,MAL20086039N,NUVENTA CAPSULES,PRODUCT APPROVED,HEALTH SUPPLEMENT,HEALOL PHARMACEUTICALS SDN. BHD.,ARTURA PHARMACEUTICALS PVT. LTD.
202001303358T,MAL20086089TC,Land Herbs Bai Feng Wan Big Pill,PRODUCT APPROVED,NATURAL PRODUCT,Land Herbs Sdn Bhd,WAN YEEN TRADING SDN. BHD.
201912203199HA,MAL20046168HA,TP-OTC HCL 500MG/G WATER SOLUBLE POWDER,PRODUCT APPROVED,VETERINARY ,Thye Pharma Sdn. Bhd,Thye Pharma Sdn. Bhd
202001073251T,MAL20056048TC,JOINTHERB CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,FEREENA BEAUTY & HEALTH SDN BHD,DS Pharma Herbs Sdn. Bhd.
201912063115N,MAL20066037NC,LOOKCARE Chewable Tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,VIHSDIA ENTERPRISE,DZR PHARMA MANUFACTURE SDN. BHD.
202001303359T,MAL20086108TC,LOTUS BRAND ZHEN JING WAN,PRODUCT APPROVED,NATURAL PRODUCT,HONYI TRADING,WAN YEEN TRADING SDN. BHD.
201911122951A,MAL20076048AZ,MyTAFF 25mg (TENOFOVIR ALAFENAMIDE TABLETS),PRODUCT APPROVED,PRESCRIPTION,MYLAN HEALTHCARE SDN. BHD.,Mylan Laboratories Limited
202001073252T,MAL20086091TC,G-Care capsule,PRODUCT APPROVED,NATURAL PRODUCT,FEREENA BEAUTY & HEALTH SDN BHD,DS Pharma Herbs Sdn. Bhd.
201911283038HA,MAL20026082HA,LIFE LINCO-SPEC PREMIX,PRODUCT APPROVED,VETERINARY ,Life Biopharma Sdn. Bhd.,Life Biopharma Sdn. Bhd.
202002053392N,MAL20086065NC,LAC Taut Hy-D Capsule ,PRODUCT APPROVED,HEALTH SUPPLEMENT,ONI GLOBAL BRANDS (MALAYSIA) SDN. BHD.,"AFC-HD AMS Life Science Co., Ltd"
202002283492HA,MAL20076067HA,Amogen Suspension for Injection,PRODUCT APPROVED,VETERINARY ,Vemedim Sdn Bhd,"VEMEDIM VETERINARY DRUGS AND PROBIOTICS CO., LTD (VEMEDIM ANIMAL HEALTH)"
201912163156N,MAL20046006N,YL Omega-3 Fish Oil 1000mg Softgel,PRODUCT APPROVED,HEALTH SUPPLEMENT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
202001313363N,MAL20086052NC,Kordel's Kid's Vitamin C 100mg with D3 + Acerola Chewable Tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,CAMBERT(M) SDN BHD,WHITE HERON PHARMACEUTICAL SDN. BHD.
202002033377T,MAL20096096T,Yung Kien I Ganoderma Powder,PRODUCT APPROVED,NATURAL PRODUCT,SHUANG HOR ENTERPRISE (M) SDN. BHD.,YUNG KIEN INDUSTRIAL CORPORATION
202001203320T,MAL20046056T,apotec Cordyceps Cicadae 350mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Bioalpha International Sdn. Bhd.,Bioalpha International Sdn. Bhd.
202002123424T,MAL20096095T,HS Apricot Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,HERBAL SCIENCE SDN. BHD.,HERBAL SCIENCE SDN. BHD.
201912023070N,MAL20076145N,NUREOX Fiber Plus Powder,PRODUCT APPROVED,HEALTH SUPPLEMENT,BRAND8 NUTRACEUTICAL SDN. BHD.,BRAND8 NUTRACEUTICAL SDN. BHD.
201912103131N,MAL20076140N,OM-X Propolis Plus Softgel ,PRODUCT APPROVED,HEALTH SUPPLEMENT,Pro Health Medics Sdn. Bhd.,BIOBANK CO. LTD.
201912163157N,MAL20056013NC,Aakids Wiz Chewable Tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,VIHSDIA ENTERPRISE,DZR PHARMA MANUFACTURE SDN. BHD.
202001073257T,MAL20066081TC,Britevita Cordyceps Militaris 1000mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,New Sea Trading Sdn Bhd,"Nutritional Supplement Manufacturers, Inc."
202004133640N,MAL20076156N,Excel Herbal Kids Probiotic with Lysine + Vitamin C Powder,PRODUCT APPROVED,HEALTH SUPPLEMENT,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
202004133641N,MAL20076155N,Excel Herbal Kids Probiotics with Vitamin C + Zinc Powder,PRODUCT APPROVED,HEALTH SUPPLEMENT,EXCEL HERBAL INDUSTRIES SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.
202001073259T,MAL20086114TC,Britevita Reishi 1000mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,New Sea Trading Sdn Bhd,"Nutritional Supplement Manufacturers, Inc."
201912233204T,MAL20066095TC,KHP Kapsul Halia Hitam plus Peria,PRODUCT APPROVED,NATURAL PRODUCT,TRADIPHARMA TRADE,SERI MH UMMI SDN BHD
201912203188A,MAL20076012AZ,Vizimpro 45 mg Film-Coated Tablets,PRODUCT APPROVED,NEW CHEMICAL ENTITY,PFIZER (MALAYSIA) SDN. BHD.,Pfizer Manufacturing Deutschland GmbH.
202001173301T,MAL20096084TC,SYMPHONY NUTRACEUTICALS SINCLEAR TABLET,PRODUCT APPROVED,NATURAL PRODUCT,Symphonynutraceuticals Sdn Bhd,MAJOR INTEREST SDN BHD
201912033094N,MAL20026107NC,KILOSTAB CHEWABLE TABLET,PRODUCT APPROVED,HEALTH SUPPLEMENT,FEREENA BEAUTY & HEALTH SDN BHD,DZR PHARMA MANUFACTURE SDN. BHD.
202002183449N,MAL20066060NC,COLLAWELL® CAL-D COLLAGEN PLUS POWDER,PRODUCT APPROVED,HEALTH SUPPLEMENT,Nael & Newk Nutra Health Sdn. Bhd.,YANLING NATURAL HYGIENE SDN. BHD.
202001173305T,MAL20076121TC,IMUGEN CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,Special Enhancement Sdn Bhd,EXCEL HERBAL INDUSTRIES SDN. BHD.
201912023069N,MAL20076162NC,Nutriforte Lactoghurt Chewable Tablet,PRODUCT APPROVED,HEALTH SUPPLEMENT,PHARMAFORTE (MALAYSIA) SDN. BHD.,Cell BioTech Co. Ltd
201912103133X,MAL20076052XZ,ACEVIZ (Acetylcysteine Powder for Oral Solution 200 mg),PRODUCT APPROVED,NON PRESCRIPTION,HEALOL PHARMACEUTICALS SDN. BHD.,XL Laboratories Pvt. Ltd.
201911263026N,MAL20056020N,apotec Bon-K Plus Capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,Bioalpha International Sdn. Bhd.,Bioalpha International Sdn. Bhd.
202001063211T,MAL20076174TC,Orthomedic Health Care Gold Lady Manjakani Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Orthomedic & Health Care Enterprise,SARI TANI DESA SDN. BHD.
201912043096N,MAL20066038NC,guttacare capsule,PRODUCT APPROVED,HEALTH SUPPLEMENT,VIHSDIA ENTERPRISE,DZR PHARMA MANUFACTURE SDN. BHD.
201912133151N,MAL20026007NC,MB D2 + K2 CAPSULE ,PRODUCT APPROVED,HEALTH SUPPLEMENT,MB NUTRACEUTICALS SDN BHD,YANLING NATURAL HYGIENE SDN. BHD.
201912233203N,MAL20046008NC,ASCENTIA MAGELAX CAPSULE,PRODUCT APPROVED,HEALTH SUPPLEMENT,ASCENTIA HEALTHCARE PLT,YANLING NATURAL HYGIENE SDN. BHD.
202004293676X,MAL20106017XC,HAEMO XL CAPSULE (IRON (III) HYDROXIDE POLYMALTOSE COMPLEX),PRODUCT APPROVED,NON PRESCRIPTION,NVS REGULATORY SERVICES SDN BHD,XL Laboratories Pvt. Ltd.
202001203321T,MAL20086103T,apotec Cicadae Plus Goji Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Bioalpha International Sdn. Bhd.,Bioalpha International Sdn. Bhd.
202001063213T,MAL20056069TC,Orthomedic Health Care Gastu-Herbs Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Orthomedic & Health Care Enterprise,SARI TANI DESA SDN. BHD.
202002033376N,MAL20036005N,ALAVIE Omega-3 Fish Oil 1000mg Softgel,PRODUCT APPROVED,HEALTH SUPPLEMENT,WHITE HERON PHARMACEUTICAL SDN. BHD.,WHITE HERON PHARMACEUTICAL SDN. BHD.
201912183174N,MAL20036014N,NUTRINEV TABLET,PRODUCT APPROVED,HEALTH SUPPLEMENT,Esprit Care Sdn. Bhd.,Esprit Care Sdn. Bhd.
202004063617T,MAL20086085T,WHP Relievpiles Capsule,PRODUCT APPROVED,NATURAL PRODUCT,WHITE HERON PHARMACEUTICAL SDN. BHD.,WHITE HERON PHARMACEUTICAL SDN. BHD.
201912243206N,MAL20056003N,High Valley Omega-3 EPA 330 DHA 82.5 Softgels,PRODUCT APPROVED,HEALTH SUPPLEMENT,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD
202001173308T,MAL20066089T,Nova Papaya Leaves Extract 500mg Tablet,PRODUCT APPROVED,NATURAL PRODUCT,NOVA LABORATORIES SDN. BHD.,NOVA LABORATORIES SDN. BHD.
201912043098X,MAL20076053XC,Medirelief Suspension (Peppermint),PRODUCT APPROVED,NON PRESCRIPTION,World Medicare Supplies Sdn Bhd,WINWA MEDICAL SDN. BHD.
202001133285T,MAL20096079TC,TH ROSE COMPLEX TEA,PRODUCT APPROVED,NATURAL PRODUCT,BCT Products (M) Sdn Bhd,THE ORIGIN FOODS SDN BHD
201912203189T,MAL20086086T,Brifgard Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Esprit Care Sdn. Bhd.,Esprit Care Sdn. Bhd.
202005273756N,MAL20086060NCR,VitaHealth K2 D3 Softgel,PRODUCT APPROVED,HEALTH SUPPLEMENT,VITAHEALTH MALAYSIA SDN. BHD.,CAPTEK SOFTGEL INTERNATIONAL INC
202001093273T,MAL20096099TC,Max Biocare Bellamaire Capsules,PRODUCT APPROVED,NATURAL PRODUCT,SIXMURS MALAYSIA SDN. BHD.,Probiotec Pharma Pty Limited
202001063238T,MAL20076166TC,SHANGHAI BRAND CHEN CHOO PLUS CHIN FONG SAN,PRODUCT APPROVED,NATURAL PRODUCT,KHENG HENG MEDICAL (M) SDN BHD,SEANG WAN MANUFACTURING SDN BHD
202002283494T,MAL20076123T,apotec Gymnema 2g Teabag,PRODUCT APPROVED,NATURAL PRODUCT,Bioalpha International Sdn. Bhd.,Bioalpha International Sdn. Bhd.
202001213328T,MAL20076112TC,MELSILOGEN COUGH LOZENGES (Honey Lemon),PRODUCT APPROVED,NATURAL PRODUCT,Synercam (M) Sdn Bhd,Dream Rushi Ayurveda LLP
201912173165N,MAL20026099NCR,Vitamode Algal Oil 1000mg Softgel,PRODUCT APPROVED,HEALTH SUPPLEMENT,Vitamode  Sdn.bhd,GMP PHARMACEUTICALS LTD
201912203190T,MAL20066094T,PURIEASE CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,Esprit Care Sdn. Bhd.,Esprit Care Sdn. Bhd.
202001063221N,MAL20046018N,LANG bragman LB GG Capsules,PRODUCT APPROVED,HEALTH SUPPLEMENT,OMEGA HEALTH PRODUCTS SDN BHD,OMEGA HEALTH PRODUCTS SDN BHD
202001213329T,MAL20056043TC,MELSILOGEN COUGH LOZENGES (Lemon),PRODUCT APPROVED,NATURAL PRODUCT,Synercam (M) Sdn Bhd,Dream Rushi Ayurveda LLP
202001213330T,MAL20076182TC,MELSILOGEN COUGH LOZENGES (Mint),PRODUCT APPROVED,NATURAL PRODUCT,Synercam (M) Sdn Bhd,Dream Rushi Ayurveda LLP
202001213331T,MAL20076097TC,MELSILOGEN COUGH LOZENGES (Orange),PRODUCT APPROVED,NATURAL PRODUCT,Synercam (M) Sdn Bhd,Dream Rushi Ayurveda LLP
202002053390N,MAL20086045N,DYNA PRO VITARAL TABLET,PRODUCT APPROVED,HEALTH SUPPLEMENT,DYNAPHARM (M) SDN BHD,DYNAPHARM (M) SDN BHD
202001233346N,MAL20056005NCR,QUATRO BIOTICS STICK PACK,PRODUCT APPROVED,HEALTH SUPPLEMENT,MB NUTRACEUTICALS SDN BHD,CHR. HANSEN A/S
202002073402T,MAL20086084TC,FSH Zhen Jing Wan ,PRODUCT APPROVED,NATURAL PRODUCT,FU SHENG HANG SDN BHD,WAN YEEN TRADING SDN. BHD.
202001063231T,MAL20076100TC,MegaLive Herbikof Cough & Cold Syrup,PRODUCT APPROVED,NATURAL PRODUCT,MegaLive BioSciences Sdn Bhd,EXCEL HERBAL INDUSTRIES SDN. BHD.
202001213332T,MAL20076183TC,MELSILOGEN COUGH LOZENGES (Raspberry),PRODUCT APPROVED,NATURAL PRODUCT,Synercam (M) Sdn Bhd,Dream Rushi Ayurveda LLP
