MAL13065032N,GNC TRIMAX OMEGA-3 FISH OIL 1500,HEALTH SUPPLEMENT,00:00.0,00:00.0,23:33.0,ONI Global (Malaysia) Sdn Bhd,NUTRA MANUFACTURING INC
MAL12035072NCR,BiO-LiFE Omega 3 Fish Oil 1000mg Soft Capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,28:23.0,BIO-LIFE MARKETING SDN BHD,Alpha Laboratories (NZ) Limited
MAL08061644XC   ,Bio-Life Astaxanthin 4mg Capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,32:39.0,BIO-LIFE MARKETING SDN BHD,UNISON NUTRACEUTICALS SDN. BHD.
MAL06030937TC,Glucoscare Brand Gymnema Plus Herbal Tea,NATURAL PRODUCT,00:00.0,00:00.0,57:41.0,Glucoscare (Malaysia) Sdn Bhd,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL17127016TCE,Stemergy Daily Capsule,NATURAL PRODUCT,00:00.0,00:00.0,59:50.0,STEMERGY SDN BHD,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL17127014TCE,Stemergy GM 2 Capsule,NATURAL PRODUCT,00:00.0,00:00.0,01:33.0,STEMERGY SDN BHD,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL17127018TCE,Stemergy DE-T Capsule,NATURAL PRODUCT,00:00.0,00:00.0,04:42.0,STEMERGY SDN BHD,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL20162598TCE,Skyfruit Care 370mg Capsule,NATURAL PRODUCT,00:00.0,00:00.0,08:41.0,Xkl Worldwide Sdn Bhd,Reishilab Sdn Bhd
MAL13075030TC,N-Imana K'Ros Capsule,NATURAL PRODUCT,00:00.0,00:00.0,43:33.0,N IMANA PRODUCT,SABIT BANANI INDUSTRIES SDN BHD
MAL19988979T,STAG BRAND XIAO ER MEDICAL POWDER,NATURAL PRODUCT,00:00.0,00:00.0,44:10.0,Poh Guan Hong (1985) Sdn. Bhd,Poh Guan Hong (1985) Sdn. Bhd
MAL20040864TC,SEAL BRAND HERBAL OIL,NATURAL PRODUCT,00:00.0,00:00.0,44:57.0,CHAN KAM MOON MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL19860063AZ,PENICILLIN G SODIUM INJECTION 1MEGA,PRESCRIPTION,00:00.0,00:00.0,54:16.0,IDAMAN PHARMA MANUFACTURING SDN. BHD.,IDAMAN PHARMA MANUFACTURING SDN. BHD.
MAL19870539AZ,ZORALONE SYRUP 3MG/5ML,PRESCRIPTION,00:00.0,00:00.0,55:14.0,HOE PHARMACEUTICALS SDN. BHD.,HOE PHARMACEUTICALS SDN. BHD.
MAL11075002AZ,ZORALONE FORTE Syrup 5mg/ml Sugar Free,PRESCRIPTION,00:00.0,00:00.0,56:30.0,HOE PHARMACEUTICALS SDN. BHD.,HOE PHARMACEUTICALS SDN. BHD.
MAL09050926X,Osteosave Granules (Glucosamine Sulfate Granules 1.5 g),NON PRESCRIPTION,00:00.0,00:00.0,02:06.0,CIPLA MALAYSIA SDN BHD,CIPLA LTD
MAL20002247AZ,DOMADOL 100MG INJECTION,PRESCRIPTION,00:00.0,00:00.0,02:37.0,HEALOL PHARMACEUTICALS SDN. BHD.,UNICHEM LABS LTD
MAL20002246AZ,DOMADOL 50MG INJECTION,PRESCRIPTION,00:00.0,00:00.0,03:11.0,HEALOL PHARMACEUTICALS SDN. BHD.,UNICHEM LABS LTD
MAL15030022HA,AMPROVET 200 POWDER,VETERINARY ,00:00.0,00:00.0,04:36.0,Sm Livestock & Farming,Asia Nutri-Chemical (M) Sdn. Bhd
MAL15030022HA,AMPROVET 200 POWDER,VETERINARY ,00:00.0,00:00.0,04:36.0,Sm Livestock & Farming,
MAL15030021HA,PRO-COLI SOLUTION liquid,VETERINARY ,00:00.0,00:00.0,04:56.0,Sm Livestock & Farming,Asia Nutri-Chemical (M) Sdn. Bhd
MAL15030021HA,PRO-COLI SOLUTION liquid,VETERINARY ,00:00.0,00:00.0,04:56.0,Sm Livestock & Farming,
MAL20172784N,DZR Astaxanthin Plus Vitamin E Capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,06:02.0,Dby Smart Trading,Dby Smart Trading
MAL20172869NC,Arthri-Well COLLAGEN HYDROLYSATE 10grams POWDER,HEALTH SUPPLEMENT,00:00.0,00:00.0,08:39.0,ECO ASIA FOOD TECH SDN. BHD.,XCELIFE PHARMA SDN BHD
MAL20034259T,ASMITO,NATURAL PRODUCT,00:00.0,00:00.0,11:11.0,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.
MAL20033708T,FEMILO,NATURAL PRODUCT,00:00.0,00:00.0,11:37.0,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.
MAL20020764T,MANSTO,NATURAL PRODUCT,00:00.0,00:00.0,12:05.0,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.
MAL20020762T,MEMOWIN,NATURAL PRODUCT,00:00.0,00:00.0,13:55.0,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.
MAL20020761T,RESTORA,NATURAL PRODUCT,00:00.0,00:00.0,14:19.0,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.
MAL19970330T,JAMU SEGAR PRIA,NATURAL PRODUCT,00:00.0,00:00.0,50:52.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19950433T        ,PIL PIJUT PERUT "X"LIM,NATURAL PRODUCT,00:00.0,00:00.0,51:27.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19950434T        ,PIL MANJAKANI PUTRI BINARI,NATURAL PRODUCT,00:00.0,00:00.0,51:57.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19973419T,FITARAGA SERBUK 4GM,NATURAL PRODUCT,00:00.0,00:00.0,52:18.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19961090T        ,PIL BINARI PUTERI,NATURAL PRODUCT,00:00.0,00:00.0,52:51.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19961092T        ,JAKULA PILL 250MG,NATURAL PRODUCT,00:00.0,00:00.0,53:31.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19961094T        ,BINARI PILL 250MG,NATURAL PRODUCT,00:00.0,00:00.0,53:50.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19961093T        ,STOWELL,NATURAL PRODUCT,00:00.0,00:00.0,54:20.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19962429T        ,PUTIHAN KAPLET,NATURAL PRODUCT,00:00.0,00:00.0,54:40.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19962430TR       ,ALLEPO,NATURAL PRODUCT,00:00.0,00:00.0,55:08.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19962431T        ,TETA EM KAPLET,NATURAL PRODUCT,00:00.0,00:00.0,55:23.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19962764T,KAPLET PIJUT PERUT " X"LIM,NATURAL PRODUCT,00:00.0,00:00.0,55:51.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19963035T        ,GALINSET KAPLET 700MG,NATURAL PRODUCT,00:00.0,00:00.0,56:26.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19962432T        ,PAYUDA KAPLET,NATURAL PRODUCT,00:00.0,00:00.0,56:48.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19962433T        ,ROJER CREAM,NATURAL PRODUCT,00:00.0,00:00.0,57:08.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19962434T        ,ROJER KAPLET,NATURAL PRODUCT,00:00.0,00:00.0,57:29.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL19962435T        ,SAKIT PINGGANG KAPLET,NATURAL PRODUCT,00:00.0,00:00.0,57:46.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032593T        ,TANANGIN,NATURAL PRODUCT,00:00.0,00:00.0,58:08.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032594T        ,TETAFAT,NATURAL PRODUCT,00:00.0,00:00.0,03:36.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032589T        ,NERISEND,NATURAL PRODUCT,00:00.0,00:00.0,04:11.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032220T        ,X-TAL,NATURAL PRODUCT,00:00.0,00:00.0,06:15.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032588T        ,TANSTRESS,NATURAL PRODUCT,00:00.0,00:00.0,06:41.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032221T        ,TIGIDAR,NATURAL PRODUCT,00:00.0,00:00.0,07:01.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032218TR,KZANAH MANJAKANI SARAPAT PLUS,NATURAL PRODUCT,00:00.0,00:00.0,07:22.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20041079T,JAKULA GINSENG PLUS,NATURAL PRODUCT,00:00.0,00:00.0,07:49.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20041114T,PIL WANITA MANJAKANI PUTRI BINARI SERAPAT,NATURAL PRODUCT,00:00.0,00:00.0,08:11.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032590T        ,BIARAMPING CHITTARI,NATURAL PRODUCT,00:00.0,00:00.0,08:33.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032592T        ,LEGARIN,NATURAL PRODUCT,00:00.0,00:00.0,08:54.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032591T        ,BUGAR TENAGA TANI,NATURAL PRODUCT,00:00.0,00:00.0,09:37.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20032219T        ,URINIS,NATURAL PRODUCT,00:00.0,00:00.0,12:28.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL20033558T        ,LEGAPAS,NATURAL PRODUCT,00:00.0,00:00.0,12:56.0,BINARY CONSOLIDATION SDN BHD,PT TENAGA TANI FARMA
MAL09082014XCZ,FASDOL 500 mg tablet,NON PRESCRIPTION,00:00.0,00:00.0,02:13.0,Advance Pharma Sdn Bhd,AV MANUFACTURING SDN.BHD
MAL10100058XCR,BIO-LIFE MULTIVITAMINS with MINERALS tablets,HEALTH SUPPLEMENT,00:00.0,00:00.0,10:24.0,BIO-LIFE MARKETING SDN BHD,Lipa Pharmaceuticals Limited
MAL19986584TCR,CELERY 3000 TABLET,NATURAL PRODUCT,00:00.0,00:00.0,38:00.0,BIO-LIFE MARKETING SDN BHD,Lipa Pharmaceuticals Limited
MAL20040083T,GOLDEN THROAT HERBAL LOZENGE,NATURAL PRODUCT,00:00.0,00:00.0,57:55.0,FRIST MARKETING,GUANGXI JINSANGZI COMPANY LIMITED (GUANGXI GOLDEN THROAT CO.LTD)
MAL11050025TC,S Mahogany C,NATURAL PRODUCT,00:00.0,00:00.0,58:38.0,Tunjuk Langit Marketing Sdn Bhd,SARI TANI DESA SDN. BHD.
MAL14035028TC,M.A ORYZA SATIVA PLUS CAPSULE 500MG,NATURAL PRODUCT,00:00.0,00:00.0,59:13.0,MA ANUGERAH (K) SDN BHD,SABIT BANANI INDUSTRIES SDN BHD
MAL20041122TC,KAPSUL MAKJUN WARISAN TRADISIONAL UBI  JAGA PLUS,NATURAL PRODUCT,00:00.0,00:00.0,59:44.0,Mat Zaini Bin Mat Rani,SERI MH UMMI SDN BHD
MAL09042508TC,Wynlife Cordy Hirsutella,NATURAL PRODUCT,00:00.0,00:00.0,00:19.0,Wyntek Malaysia Sdn Bhd,"United Biomedical Inc., Asia"
MAL09061601TC,Wynlife RF3,NATURAL PRODUCT,00:00.0,00:00.0,00:43.0,Wyntek Malaysia Sdn Bhd,"United Biomedical Inc., Asia"
MAL09042507TC,Wynlife Green Tea Plus Capsicum,NATURAL PRODUCT,00:00.0,00:00.0,01:03.0,Wyntek Malaysia Sdn Bhd,"United Biomedical Inc., Asia"
MAL20021549TC       ,HONG KONG WAN KAH CHOON REN SHEN CHONG CAO ZHEN ZHU PLUS PAK FOONG WAN,NATURAL PRODUCT,00:00.0,00:00.0,01:29.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL19911205X        ,POWVITA 33,NON PRESCRIPTION,00:00.0,00:00.0,01:59.0,JAYA MEDI SUPPLY,DYNAPHARM (M) SDN BHD
MAL06071234TC   ,Sir-Lim Capsule,NATURAL PRODUCT,00:00.0,00:00.0,02:34.0,KEDAI KWONG CHEE SANG,KIN HERBS PHARMA SDN BHD
MAL20040238AZ,LIDOCAINE HYDROCHLORIDE 2% SOLUTION FOR INJECTION 20ML,PRESCRIPTION,00:00.0,00:00.0,04:43.0,SRI SUYAN SDN BHD,EURO-MED LABS PHIL.INC
MAL20040235AZ,LIDOCAINE HYDROCHLORIDE 2% SOLUTION FOR INJECTION 2ML,PRESCRIPTION,00:00.0,00:00.0,05:03.0,SRI SUYAN SDN BHD,EURO-MED LABS PHIL.INC
MAL20040236AZ,LIDOCAINE HYDROCHLORIDE 2% SOLUTION FOR INJECTION 5ML,PRESCRIPTION,00:00.0,00:00.0,05:35.0,SRI SUYAN SDN BHD,EURO-MED LABS PHIL.INC
MAL20012715XZ,0.9% SODIUM CHLORIDE (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,00:00.0,00:00.0,08:04.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20020510XZ,0.9% SODIUM CHLORIDE PARENTERAL SOLUTION (1000ML PLASTIC),NON PRESCRIPTION,00:00.0,00:00.0,08:25.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20033367X        ,MANNITOL 20% INTRAVENOUS INJECTION 500ML,NON PRESCRIPTION,00:00.0,00:00.0,08:46.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL09011419AZ,Hivent 1mg/mL Solution for Nebulization,PRESCRIPTION,00:00.0,00:00.0,09:07.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20013020AZ,5% DEXTROSE IN 0.9% SODIUM CHLORIDE 1000ML LDPE BOTTLE,PRESCRIPTION,00:00.0,00:00.0,09:32.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012824XZ,5% DEXTROSE IN WATER (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,00:00.0,00:00.0,09:53.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012716XZ,5% DEXTROSE IN WATER (1000ML LDPE BOTTLE),NON PRESCRIPTION,00:00.0,00:00.0,10:09.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20001840XZ,10% DEXTROSE IN WATER (500ML ROUND PLASTIC CONTAINER),NON PRESCRIPTION,00:00.0,00:00.0,10:30.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20001839XZ,10% DEXTROSE IN WATER (1000ML RECTANGULAR PLASTIC CONTAINER),NON PRESCRIPTION,00:00.0,00:00.0,10:50.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012823AZ,LACTATED RINGER`S SOLUTION 500ML,PRESCRIPTION,00:00.0,00:00.0,11:07.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20012717AZ,LACTATED RINGER`S SOLUTION 1000ML,PRESCRIPTION,00:00.0,00:00.0,11:27.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL20002264XZ,SODIUM CHLORIDE 0.9% SOLN FOR IRRIGATION,NON PRESCRIPTION,00:00.0,00:00.0,11:46.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL08010683AZ,Potassium Chloride 2mEq/mL Solution For I.V. Injection,PRESCRIPTION,00:00.0,00:00.0,12:05.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL08061675XZ ,Dextran  Hypromellose Gentle Tears,NON PRESCRIPTION,00:00.0,00:00.0,12:24.0,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC
MAL05092346TC   ,BAN SAN CHAN JUN GING PILLS,NATURAL PRODUCT,00:00.0,00:00.0,14:24.0,BAN SAN CHAN (MELAKA) SDN BHD,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL05092322TC   ,BAKSING JUN GING POWDER PLUS,NATURAL PRODUCT,00:00.0,00:00.0,16:30.0,GMP PRODUCTS MARKETING SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL05092422TC,TRADITIONAL JING FENG SAN,NATURAL PRODUCT,00:00.0,00:00.0,17:00.0,GMP PRODUCTS MARKETING SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL19961508T        ,POH LIN BRAND JUN GING PILLS,NATURAL PRODUCT,00:00.0,00:00.0,17:43.0,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL05090066T    ,BAN KAH CHAI JUN GING PILLS,NATURAL PRODUCT,00:00.0,00:00.0,18:23.0,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL19961501T        ,CHANG - SZE - LONG CHIN CHING SAN,NATURAL PRODUCT,00:00.0,00:00.0,19:05.0,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL19962659T        ,POH LIN BRAND CHIN FENG SAN PLUS,NATURAL PRODUCT,00:00.0,00:00.0,20:11.0,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL19987752T        ,BAN SAN CHAN CHING FONG SAN 1.5GM SERBUK,NATURAL PRODUCT,00:00.0,00:00.0,20:31.0,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL19990456TC       ,ER SU AN SYRUP,NATURAL PRODUCT,00:00.0,00:00.0,20:54.0,HONYI TRADING,DYNAPHARM HERBAL (M) SDN. BHD.
MAL19992887T,J.B. SIRAP UBAT DEMAM UNTUK KANAK-KANAK,NATURAL PRODUCT,00:00.0,00:00.0,21:22.0,J.B. PHARMACY GROUP SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
MAL19985734TC,JING FONG SAN (MEDICINAL POWDER) 0.5G,NATURAL PRODUCT,00:00.0,00:00.0,22:08.0,PERNIAGAAN MEDI JAYA (M) SDN. BHD.,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20020650TC       ,POH LIN BRAND ZHEN JING SAN,NATURAL PRODUCT,00:00.0,00:00.0,22:40.0,POH LIN BRAND PRODUCTS AGENCY SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL19990415T        ,ZHUPO HOU CHAU SAN,NATURAL PRODUCT,00:00.0,00:00.0,23:01.0,SG GLOBAL BIOTECH SDN BHD,QIS RESEARCH LABORATORY SDN. BHD.
MAL19990414T        ,ZHUPO JING FENG SAN,NATURAL PRODUCT,00:00.0,00:00.0,23:17.0,SG GLOBAL BIOTECH SDN BHD,QIS RESEARCH LABORATORY SDN. BHD.
MAL06011809T    ,NCHK Babao Zhupo Complex Bao Ying Powder 5g,NATURAL PRODUCT,00:00.0,00:00.0,23:35.0,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
MAL06011794T    ,EU  YAN  SANG  JUN  GING  POWDER,NATURAL PRODUCT,00:00.0,00:00.0,23:57.0,WENG LI SDN BHD,WENG LI SDN BHD
MAL05032622TC   ,"Minyak Asbab Anjib, cecair, 60 ml",NATURAL PRODUCT,00:00.0,00:00.0,19:00.0,ASBAB ANJAIB MARKETING,SERI MH UMMI SDN BHD
MAL06071085X,E-zyme  troche,NON PRESCRIPTION,00:00.0,00:00.0,15:58.0,AV MANUFACTURING SDN.BHD,AV MANUFACTURING SDN.BHD
MAL06071083X,E-zyme Syrup,NON PRESCRIPTION,00:00.0,00:00.0,16:16.0,AV MANUFACTURING SDN.BHD,AV MANUFACTURING SDN.BHD
MAL10100181XC,Leftose 30mg Tablet,NON PRESCRIPTION,00:00.0,00:00.0,16:41.0,UNISON NUTRACEUTICALS SDN. BHD.,UNISON NUTRACEUTICALS SDN. BHD.
MAL19940152X,NOFLUX TABLET,NON PRESCRIPTION,00:00.0,00:00.0,17:32.0,Y.S.P. INDUSTRIES (M) SDN BHD,Y.S.P. INDUSTRIES (M) SDN BHD
MAL14125079X,Noflux syrup 5mg/ml,NON PRESCRIPTION,00:00.0,00:00.0,17:52.0,Y.S.P. INDUSTRIES (M) SDN BHD,Y.S.P. INDUSTRIES (M) SDN BHD
MAL19991974T        ,BALSAM SERAI,NATURAL PRODUCT,00:00.0,00:00.0,34:24.0,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
MAL19992486T        ,BALSAM HALIA,NATURAL PRODUCT,00:00.0,00:00.0,34:59.0,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
MAL19991972T        ,BALSAM GAMAT PLUS,NATURAL PRODUCT,00:00.0,00:00.0,35:53.0,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
MAL11040031TC,Peppermint-Ginger Plus Tablet,NATURAL PRODUCT,00:00.0,00:00.0,10:08.0,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,NATURAL ALTERNATIVES INTERNATIONAL INC
MAL10033162XCR,Kordel?s Kid?s Omega-3 Bites Chewable Softgel Capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,22:47.0,CAMBERT(M) SDN BHD,SPHERE HEALTHCARE PTY LTD
MAL20173000NC,DavosLife E3 Complete Softgel,HEALTH SUPPLEMENT,00:00.0,00:00.0,26:06.0,DAVOS LIFE SCIENCE SDN BHD,DUOPHARMA MANUFACTURING (BANGI) SDN BHD
MAL05032649TC   ,Minyak Gamat Plus,NATURAL PRODUCT,00:00.0,00:00.0,56:29.0,ASBAB ANJAIB MARKETING,SERI MH UMMI SDN BHD
MAL05090051TC   ,ZN Seven Minyak Habbatus Sauda Plus,NATURAL PRODUCT,00:00.0,00:00.0,56:29.0,ASBAB ANJAIB MARKETING,SERI MH UMMI SDN BHD
MAL05032651TC   ,Minyak Pala Plus,NATURAL PRODUCT,00:00.0,00:00.0,56:29.0,ASBAB ANJAIB MARKETING,SERI MH UMMI SDN BHD
MAL05023428T,Balm Ummi,NATURAL PRODUCT,00:00.0,00:00.0,56:29.0,SERI MH UMMI SDN BHD,SERI MH UMMI SDN BHD
MAL06091564TC   ,MINYAK ANGIN  AHJ BERKAT,NATURAL PRODUCT,00:00.0,00:00.0,20:15.0,AHJ BERKAT ENTERPRISE,ART SOULIST HOLDINGS SDN. BHD.
MAL06091565TC   ,MINYAK AKAR KAYU PAK ALI YUNAN,NATURAL PRODUCT,00:00.0,00:00.0,20:46.0,AHJ BERKAT ENTERPRISE,ART SOULIST HOLDINGS SDN. BHD.
MAL12045078TC,San Xio Herbal Tea,NATURAL PRODUCT,00:00.0,00:00.0,22:14.0,Frontier Quarry Sdn Bhd,GN NEUTRICEUTICALS SDN BHD
MAL11115071TC,Shine Urell Capsules,NATURAL PRODUCT,00:00.0,00:00.0,49:37.0,Y.S.P. INDUSTRIES (M) SDN BHD,LABORATOIRES PHARMACEUTIQUES RODAEL
MAL20031765XCR    ,CALCIUM  & MAGNESIUM PLUS TABLETS,HEALTH SUPPLEMENT,00:00.0,00:00.0,54:59.0,BIO-LIFE MARKETING SDN BHD,Lipa Pharmaceuticals Limited
MAL19988007XCR      ,VitaHealth Lecithin 1200mg,HEALTH SUPPLEMENT,00:00.0,00:00.0,59:55.0,VITAHEALTH MALAYSIA SDN. BHD.,CATALENT AUSTRALIA PTY LTD
MAL19990335XCR      ,PRIMOLIN GOLD VEGICAPS SOFT CAPSULE,HEALTH SUPPLEMENT,00:00.0,00:00.0,02:03.0,VITAHEALTH MALAYSIA SDN. BHD.,CATALENT AUSTRALIA PTY LTD
MAL06111437XC   ,Pharmanex ProBio PCC Capsule 100mg,HEALTH SUPPLEMENT,00:00.0,00:00.0,09:25.0,NU SKIN (MALAYSIA) SDN. BHD.,DESERET LABS INC
MAL19962457T        ,NAN BAO (CAPSULE),NATURAL PRODUCT,00:00.0,00:00.0,58:28.0,SINMA MEDICAL PRODUCTS (M) SDN. BHD.,LISHENG PHARM FTY TIANJIN
MAL05092352T    ,BAM  RESDONG  PETANI PLUS,NATURAL PRODUCT,00:00.0,00:00.0,58:50.0,SYARIKAT ZULKIFLI BAMADHAJ,SYARIKAT ZULKIFLI BAMADHAJ
MAL19971474T        ,NAN BAO CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,36:42.0,SINMA MEDICAL PRODUCTS (M) SDN. BHD.,HUANGSHI PHARM FTY
MAL18116044XCE,guardian BuzzAway bite relief cream,NON PRESCRIPTION,00:00.0,00:00.0,29:50.0,GUARDIAN HEALTH AND BEAUTY SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL18116045XCE,guardian Antiseptic cream,NON PRESCRIPTION,00:00.0,00:00.0,33:51.0,GUARDIAN HEALTH AND BEAUTY SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19900338AZ,GYNO-PEVARYL DEPOT 150MG,NEW CHEMICAL ENTITY,00:00.0,00:00.0,40:24.0,JOHNSON & JOHNSON SDN BHD,XIAN-JANSSEN PHARMACEUTICAL LTD
MAL19910960XRZ,ZENTEL TABLET 200MG (CHINA),NON PRESCRIPTION,00:00.0,00:00.0,34:17.0,GLAXOSMITHKLINE CONSUMER HEALTHCARE SDN. BHD.,TIANJIN SKF LABS LTD
MAL20001166TC,STOMACH-ACHE POWDER (TIAN SAN BRAND),NATURAL PRODUCT,00:00.0,00:00.0,37:07.0,NEW OVERSEAS UNION TRADING,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL20001739TC,LO HAN KUO COUGH SYRUP (TIAN SAN BRAND),NATURAL PRODUCT,00:00.0,00:00.0,37:57.0,NEW OVERSEAS UNION TRADING,Sin Hup Heng Medicine Manufacturing Sdn Bhd
MAL07061520TC   ,AMBAR KENANGA LASAK,NATURAL PRODUCT,00:00.0,00:00.0,43:24.0,AMBAR KENANGA HEALTH MARKETING,ANING RESOURCES SDN BHD
MAL13095033TC,DSY Hepa Tonic,NATURAL PRODUCT,00:00.0,00:00.0,46:23.0,DSY WELLNESS & LONGEVITY CENTER SDN BHD,Aning Resources Sdn Bhd (638107-x)
MAL09032156TC,Minyak Buah Merah,NATURAL PRODUCT,00:00.0,00:00.0,47:15.0,Infobiotech Life Sdn Bhd,ANING RESOURCES SDN BHD
